,count,id,len,maior,menor,mean,median,predicted
1306,131,1852,10,1197452370,-2018763318,-527730295,-599934263,2
1307,131,1853,10,2048678073,-2105121503,-414949539,-805445885,2
1308,131,1854,10,1983266558,-1365040775,452576988,668105818,2
1309,131,1855,10,1716454359,-1626458239,175656617,-147996591,2
1310,132,1856,10,1629294593,-1779378507,-138207833,-452318230,2
1311,132,1858,10,1508542369,-1477933143,290232447,528390691,2
1312,132,1859,10,1904198788,-1854587231,-235352285,-455033336,2
1313,132,1860,10,1894058955,-1544286543,116725809,281395986,2
1314,132,1861,10,1643546808,-1973509225,-149124765,-211969020,2
1315,132,1862,10,2002891355,-2136087644,-34855942,17222801,2
1316,132,1864,10,1952679003,-2093719632,-900538686,-1448188877,2
1317,132,1865,10,1482784003,-1779387396,-8485207,-159727880,2
1318,132,1866,10,2118514290,-2004775476,274092864,901414405,2
1319,132,1867,10,1367908562,-1253686947,32067176,-54103186,2
1320,133,1868,10,1956857949,-817938137,496017021,-6171917,2
1321,133,1870,10,1900255673,-2079892814,-285246263,-663273305,2
1322,133,1872,10,2041631049,-1235837471,282704281,82024789,2
1323,133,1874,10,2049541294,-1169002768,558333875,632383052,2
1324,133,1875,10,1281375254,-1722215722,-247619710,31476089,2
1325,133,1877,10,1429980596,-2137905752,-475882492,-958184633,2
1326,133,1878,10,1506887976,-1886190090,212585813,613406292,2
1327,133,1880,10,2089566015,-310712957,862369878,959788866,2
1328,133,1881,10,1947457988,-1732636800,19311607,-395454185,2
1329,133,1882,10,1795372338,-2069310752,362924904,688006986,2
1330,134,1885,10,2133172563,-2137329618,64401557,-46184969,2
1331,134,1886,10,1992862256,-1717941898,339734310,503671994,2
1332,134,1887,10,1943501367,-1388274500,776590411,1502588061,2
1333,134,1889,10,1772568238,-1891238289,-620447882,-1293842576,2
1334,134,1890,10,1982465748,-1858670075,-83884528,47335911,2
1335,134,1892,10,1408764196,-1595258571,87701124,73630048,2
1336,134,1893,10,1753346911,-1510630684,-124017080,-445008338,2
1337,134,1894,10,1790288612,-1987862475,363537304,632052965,2
1338,134,1895,10,2094913850,-2047181583,16228873,413525882,2
1339,134,1896,10,2043441743,-1526659239,344400641,250164167,2
1340,135,1897,10,1717798898,-2090099124,-164959039,64715399,2
1341,135,1898,10,1509411347,-1356599063,181148171,397055623,2
1342,135,1900,10,1892367375,-1377789695,741861574,1108337514,2
1343,135,1905,10,1821882234,-2105951826,-472046885,-529789793,2
1344,135,1906,10,1739553946,-1338981136,294675971,251189762,2
1345,135,1907,10,1880163225,-2101330900,-369526442,-874549328,2
1346,135,1908,10,1967386477,-1508569651,829853042,1501909754,2
1347,135,1910,10,1774616854,-1642858277,179517029,391166860,2
1348,135,1911,10,1862980063,-1216673417,571248986,671925005,2
1349,135,1914,10,1813592688,-1319403817,349819609,515633428,2
1350,136,1917,10,2142345631,-1153110176,143096430,-27302064,2
1351,136,1918,10,2059497678,-1494006148,-478622511,-664026014,2
1352,136,1919,10,1565360219,-1502413801,18023138,113303734,2
1353,136,1920,10,798921937,-2135724689,-555199014,-406763365,2
1354,136,1921,10,1550822049,-1862291931,-212159642,-388114488,2
1355,136,1922,10,1995006064,-1924400639,322955474,392831853,2
1356,136,1923,10,1634592696,-989167844,125845807,96080831,2
1357,136,1924,10,2075641584,-1551757497,447742475,631571373,2
1358,136,1925,10,974529769,-2088320485,-495602702,-228518775,2
1359,136,1926,10,1922636464,-1170392418,-50076971,-436181692,2
1360,137,1927,10,1525991745,-2120817772,-202430197,-600287466,2
1361,137,1928,10,584474767,-1765184804,-448988264,-521165901,2
1362,137,1929,10,1824362839,-706413942,862474108,995428386,2
1363,137,1930,10,1792854167,-1562688444,178075273,194590179,2
1364,137,1931,10,1796878478,-1842314569,-14418907,459896782,2
1365,137,1932,10,1232328552,-1920530887,-522451574,-740067488,2
1366,137,1933,10,1788549850,-2081159273,-111333401,-499650751,2
1367,137,1934,10,1664268848,-1743735860,-140861809,-340638025,2
1368,137,1936,10,2140856727,-2116266435,218625446,858183887,2
1369,137,1937,10,2103844666,-2120112911,-64516129,12757710,2
1370,138,1938,10,1584669108,-1444846561,-28189063,-638576671,2
1371,138,1939,10,2073620899,-1664111498,51188483,298897568,2
1372,138,1940,10,2106687159,-1597902984,286744679,246308687,2
1373,138,1941,10,2083306483,-2049648654,315994664,808230091,2
1374,138,1943,10,1882660582,-2100500116,238408584,652889341,2
1375,138,1944,10,1993746537,-1338740694,204354936,263504618,2
1376,138,1945,10,2133313468,-2006568927,94695775,-117692938,2
1377,138,1947,10,2047887805,-1736073378,127487171,32999035,2
1378,138,1948,10,1400468773,-1559856005,54740940,309576296,2
1379,138,1950,10,1660371512,-2015130370,184191609,404309199,2
1380,139,1952,10,735780993,-2007505404,-801859602,-1000059366,2
1381,139,1953,10,2133233855,-1774903299,56842664,66358863,2
1382,139,1954,10,1989817636,-1548837241,709827688,1272882887,2
1383,139,1955,10,1685281915,-1266812423,39981398,-74473315,2
1384,139,1956,10,2012179267,-2009900834,432283045,904837109,2
1385,139,1960,10,1454094379,-1615196702,299120422,462572890,2
1386,139,1961,10,1530336439,-1462516671,90960518,33081187,2
1387,139,1962,10,1603510150,-1826938612,98372477,56632113,2
1388,139,1963,10,1379129318,-2090780637,-663003841,-1186862803,2
1389,139,1964,10,1662668432,-1965222326,-161019300,139703343,2
1390,140,1965,10,1736001895,-2125187827,331461113,640516935,2
1391,140,1966,10,2120311922,-2078504389,-190256749,-253433320,2
1392,140,1967,10,1768653350,-2040654635,312901532,563562950,2
1393,140,1968,10,2059666209,-1784080949,-595650327,-859508080,2
1394,140,1971,10,1810090141,-2027495484,-342956762,-511812184,2
1395,140,1972,10,1216127732,-2065789001,-270836597,80974,2
1396,140,1973,10,2027542487,-826950494,593024283,587205264,2
1397,140,1975,10,2139670901,-1588460932,451366709,871677173,2
1398,140,1977,10,2125015465,-1991532568,389288291,976391180,2
1399,140,1978,10,1763264234,-1963453776,-52729493,356861923,2
1400,141,1980,10,1840761643,-2090194933,-249308471,-257453936,2
1401,141,1982,10,1721489398,-989618044,238164472,46672050,2
1402,141,1983,10,711074175,-1950762739,-611686467,-759732246,2
1403,141,1985,10,1422691557,-2104238679,328280570,777788814,2
1404,141,1987,10,1483752504,-1903959717,-312502816,-907623537,2
1405,141,1989,10,1865313728,-1869710280,-68776570,249879959,2
1406,141,1990,10,1559950280,-2041983591,-319172962,-623996975,2
1407,141,1991,10,1835089712,-1842724270,-10707968,-377976576,2
1408,141,1992,10,2087912765,-1906657153,205092908,138619218,2
1409,141,1993,10,530816600,-1878937409,-397433992,-348891783,2
1410,142,1995,10,1765984924,-2028106760,90712710,585860488,2
1411,142,1996,10,2058451384,-952155665,416873044,284073741,2
1412,142,1997,10,2099904260,-1574929162,47318358,-295631179,2
1413,142,1999,10,1806240860,-1959687270,8070120,53964155,2
1414,142,2000,100,2135279475,-2107277858,-42648173,-34552526,1
1415,142,2001,100,2077853128,-2087586909,150821164,413752030,1
1416,142,2002,100,2143061544,-2132327297,21542592,40878938,1
1417,142,2003,100,2144767367,-2130489048,24941888,11154045,2
1418,142,2004,100,2120945139,-2104700780,-277402633,-532196826,1
1419,142,2005,100,2079669651,-2127204411,-34503479,229840951,1
1420,143,2009,100,2095362511,-2123638718,-94145473,-92662497,2
1421,143,2011,100,2138909210,-2130850306,24894324,155648928,1
1422,143,2019,100,2128307909,-2141693680,-5695884,-79542614,2
1423,143,2020,100,2126161215,-2145601146,-152628799,-92834016,1
1424,143,2021,100,2145072284,-2137156756,53109187,229879190,2
1425,143,2022,100,2131266999,-2142645469,-153707555,-333098324,2
1426,143,2023,100,2114960597,-2083136491,104975063,187992291,2
1427,143,2024,100,2115662234,-2056272293,-21738639,37605082,1
1428,143,2025,100,2142373306,-2085193456,49157014,-25169367,2
1429,143,2026,100,2102190040,-2105314566,152920743,258759175,2
1430,144,2028,100,2078051566,-2098551913,618252,61097521,2
1431,144,2030,100,2146694308,-2131505227,-117181066,-205069192,2
1432,144,2031,100,2089858782,-2147242750,-67992597,-76210575,1
1433,144,2032,100,2087338300,-2135792472,-124904382,-246930353,1
1434,144,2033,100,2094432794,-2069190715,-44158616,-137960672,1
1435,144,2034,100,2087599693,-2121908720,-239000474,-388580388,2
1436,144,2035,100,2088008058,-2129507883,-123575267,-80411751,1
1437,144,2036,100,2082490175,-2141938496,-69187226,-26535135,1
1438,144,2037,100,2146752708,-1996973991,-115896391,-118261205,1
1439,144,2041,100,2118671801,-2066720038,-175095915,-417218320,2
1440,145,2042,100,2139154272,-2131820415,-135605790,-103328801,2
1441,145,2044,100,2120824320,-2147126043,-80302333,-226810123,2
1442,145,2045,100,1976673060,-2143215977,69170423,85065909,2
1443,145,2046,100,2068301912,-2133253658,273542176,469022551,1
1444,145,2047,100,2143112172,-2116345514,-66363589,-170346791,2
1445,145,2048,100,2056951449,-2099992606,-17221137,-118862282,1
1446,145,2050,100,2052439412,-2146756640,-97506075,-52337960,1
1447,145,2052,100,2113087518,-2134212382,16090617,-101381874,2
1448,145,2053,100,2142756886,-2024008653,54299530,-8686825,1
1449,145,2055,100,2122239691,-2117554500,111148570,188825890,1
1450,146,2057,100,2100555333,-2131165251,-74708412,-40046566,1
1451,146,2058,100,1958325602,-2033969912,-49326940,-142865836,2
1452,146,2059,100,2099531022,-2075492293,-107197131,-149263053,2
1453,146,2061,100,2097554910,-2140836647,-215354017,-280938200,1
1454,146,2062,100,2113409654,-2097761505,46977814,74741376,1
1455,146,2064,100,2133725020,-2092677765,116193353,140099388,2
1456,146,2066,100,2119612403,-2110603209,247896153,423105986,1
1457,146,2067,100,2129517330,-2130226417,-273064549,-558661730,1
1458,146,2068,100,2130786627,-2118104773,-18175770,46468287,1
1459,146,2069,100,2109859253,-2124652234,-147780227,-126027065,2
1460,147,2070,100,2123542086,-1995198512,95735739,153207768,2
1461,147,2072,100,2098803776,-2112362594,-221682411,-511639106,1
1462,147,2074,100,2127191975,-2130464618,-53911452,-83066793,2
1463,147,2075,100,1995255542,-2129263562,-37960626,-214132889,1
1464,147,2076,100,2040988511,-2062256545,-14174438,-62879811,2
1465,147,2079,100,2013646008,-2144454869,-124737664,-214142647,2
1466,147,2080,100,2121550558,-2091231450,-101237781,-134900778,2
1467,147,2081,100,2105288736,-2117018220,25928532,134869402,1
1468,147,2082,100,2143171717,-2117465022,20783462,2924063,1
1469,147,2083,100,2008448663,-2011806617,92749928,88786448,1
1470,148,2084,100,2111703888,-2138547677,128908507,-24229591,2
1471,148,2085,100,2080618725,-2140749146,-169135869,-365344903,2
1472,148,2086,100,2109409795,-2131501282,-143077479,-61137393,1
1473,148,2087,100,2139135480,-2128154519,110965269,307154792,1
1474,148,2088,100,2106180995,-2125397448,-45664357,6205263,2
1475,148,2089,100,2119076703,-2060627604,35800875,87749510,1
1476,148,2090,100,2136759212,-2087731047,-124519500,-305666736,2
1477,148,2091,100,2107031996,-2093436713,308858851,556705726,1
1478,148,2092,100,2145568730,-2073683362,-196392889,-426552272,1
1479,148,2093,100,2132616038,-2131799557,-13168009,-61592374,2
1480,149,2094,100,2139805872,-2091811790,33757977,40927573,2
1481,149,2095,100,2138466655,-1976768411,159900078,256657190,2
1482,149,2096,100,2146626109,-2147325313,117266836,253858740,2
1483,149,2097,100,2140259009,-2078934201,-129299277,-174484663,1
1484,149,2098,100,2102017827,-2131352687,158808149,325357038,2
1485,149,2099,100,2141518377,-2066482042,50922603,30708266,2
1486,149,2100,100,2141784014,-2131058570,137325999,158312751,1
1487,149,2102,100,2134760420,-2142247717,-32370088,90348760,1
1488,149,2104,100,2097227561,-2054546835,298599699,555588464,2
1489,149,2105,100,2034500976,-2064725329,71367435,-18027979,2
1490,150,2107,100,2030255618,-2144383543,-193689448,-127234181,2
1491,150,2108,100,2144398695,-2146589638,-72667258,-156755475,1
1492,150,2109,100,2139255391,-2076266557,46711835,86537261,1
1493,150,2110,100,2136633314,-2094909033,17211107,-95897820,1
1494,150,2112,100,2108143500,-2125064804,32432782,585289,1
1495,150,2114,100,2113248960,-2140408774,-2258748,-33075448,2
1496,150,2115,100,2124178286,-2146272160,34882545,163020526,2
1497,150,2116,100,2144328722,-2094648223,26248019,-4347754,2
1498,150,2117,100,2107455254,-2098372657,-43977864,-194418304,2
1499,150,2118,100,2146008379,-2106207656,82588494,211303131,1
1500,151,2119,100,2147379939,-2115538086,17498567,-109506114,2
1501,151,2120,100,2147398261,-2092845968,-81574848,-305735544,2
1502,151,2123,100,2145527412,-2046095257,90888508,116546893,2
1503,151,2124,100,2118090395,-2132925938,88950479,-65916220,1
1504,151,2128,100,2121005350,-2087917734,-180130881,-336708999,1
1505,151,2129,100,2143320383,-2127361292,39344226,182520321,2
1506,151,2130,100,2088819908,-2089826270,-164896980,-164523600,2
1507,151,2132,100,2131595586,-2068163173,82248942,7654321,2
1508,151,2133,100,2105774619,-2118393661,60109529,35830554,1
1509,151,2135,100,2111978212,-2108240817,186479546,483226218,2
1510,152,2136,100,2143403708,-2135428255,37612103,50229852,2
1511,152,2137,100,2121687269,-2137262009,264682302,196244363,1
1512,152,2138,100,2071490922,-2133155649,5218013,43642526,1
1513,152,2139,100,2119112726,-2043187130,-94380772,-73927720,1
1514,152,2141,100,2128743988,-2140569989,72399359,165379993,1
1515,152,2142,100,2125419874,-2078335066,33264136,-79322464,1
1516,152,2145,100,2130599297,-2133098502,84634213,74797656,1
1517,152,2146,100,2139248388,-2091407286,-70049714,-19611950,1
1518,152,2148,100,2071127273,-2133826991,49830671,26546615,1
1519,152,2149,100,1997477157,-2062213729,-42626888,-14359654,2
1520,153,2151,100,2139986257,-2120369504,82424740,64209543,1
1521,153,2152,100,2060980565,-2056630040,84887994,159769565,1
1522,153,2153,100,2119440553,-2142326001,171886525,446230650,2
1523,153,2154,100,2134868995,-2059795973,66125389,119564742,1
1524,153,2156,100,2133209431,-2143770085,-167639021,-353524731,1
1525,153,2157,100,2107015387,-2130381262,-149447187,-469350776,1
1526,153,2158,100,2140609213,-2125768505,-167247146,-309848290,2
1527,153,2159,100,2131283106,-2145134358,151799369,249656336,2
1528,153,2161,100,2136011957,-2082952873,86013633,262991477,1
1529,153,2162,100,2143025230,-2136427231,131503642,228085927,2
1530,154,2163,100,2139097058,-2119393442,42004963,157850774,2
1531,154,2164,100,2135987779,-2101741118,201446724,329462632,2
1532,154,2165,100,2122016715,-2077291317,66970879,55774768,2
1533,154,2166,100,2118406542,-2115026905,172000655,270962116,2
1534,154,2168,100,2101659672,-2056321344,-110876268,-241067995,2
1535,154,2170,100,2140279192,-2113545873,118856563,139168499,2
1536,154,2171,100,2105096024,-2086179047,-197317314,-339924083,2
1537,154,2173,100,2133108294,-2092620394,-53568935,-73616301,1
1538,154,2175,100,2119296837,-2089510364,-4561523,-105961902,2
1539,154,2178,100,2121010852,-2127492523,38061802,146240429,1
1540,155,2179,100,2074674874,-2142660538,54491217,47961449,1
1541,155,2183,100,2140615112,-2121779959,-40955232,-150858560,2
1542,155,2184,100,2113022647,-2140922507,118098034,199851592,2
1543,155,2185,100,2129575631,-2086298565,-139586870,18703858,2
1544,155,2186,100,2124613450,-2132359638,-142383212,-290928103,1
1545,155,2187,100,2137334304,-2112910635,-101195537,-165024160,1
1546,155,2188,100,2146286143,-2111867948,168321793,262475607,2
1547,155,2189,100,2146261397,-2112038203,-143503541,-198921889,2
1548,155,2190,100,2080000964,-2054477366,104912716,294455614,1
1549,155,2191,100,2144491741,-2097797442,52659993,-79263144,1
1550,156,2192,100,2132254509,-2119707727,-85723416,-200236634,2
1551,156,2193,100,2142362327,-2132271019,63853379,45936693,1
1552,156,2194,100,2132508593,-2124328306,112246148,219986264,1
1553,156,2195,100,2051989912,-2134109585,-129702999,-282554303,2
1554,156,2196,100,2134538907,-2106157732,-7406421,67028222,2
1555,156,2197,100,2131263659,-2100260735,252717511,456292103,1
1556,156,2198,100,2101220224,-2065898623,-96802562,-298652098,1
1557,156,2199,100,2124713067,-2061044995,247243084,329830214,1
1558,156,2201,100,1895736482,-2105782857,-24779799,-18438940,1
1559,156,2204,100,2044408709,-2089538502,150306689,128387274,2
1560,157,2205,100,2136927921,-2072708566,-1648209,109446459,1
1561,157,2206,100,2118913291,-2107815598,845194,-54102200,2
1562,157,2209,100,2097050747,-2131221029,-206114130,-185876646,1
1563,157,2212,100,2126988128,-2127713607,117622457,228582238,1
1564,157,2213,100,2002483991,-2043615457,129398126,327569573,2
1565,157,2215,100,2050737268,-2125220311,-108346094,-158294027,1
1566,157,2216,100,2120944684,-2144441026,-35256649,93776770,2
1567,157,2217,100,2138482943,-2127785214,-302345792,-439113083,1
1568,157,2222,100,2142618706,-2031215153,83111085,63024812,1
1569,157,2223,100,2145701524,-2132635779,251551956,471082031,1
1570,158,2224,100,2103716530,-2107010912,-138658139,-192106506,2
1571,158,2225,100,2119856430,-2114820093,107134323,274228679,2
1572,158,2226,100,2129160021,-2139932041,-14007512,197459507,2
1573,158,2228,100,2106500598,-2098435891,69154918,116500341,2
1574,158,2229,100,2120398146,-2073355080,28378276,5750784,1
1575,158,2231,100,2067554903,-2132014498,-216003275,-357408582,2
1576,158,2232,100,2094018516,-2066337551,27568173,-138992419,2
1577,158,2233,100,2115656685,-2135045054,-139435219,-267081499,2
1578,158,2234,100,2133614809,-2144198251,-194256079,-358964124,1
1579,158,2235,100,2131006273,-2036614056,-40009531,-202592408,1
1580,159,2236,100,2123800184,-2110787034,130930897,193327134,2
1581,159,2237,100,2107279929,-2139031901,-228661928,-293858017,2
1582,159,2238,100,2142144521,-2096421049,-78526659,-21937408,2
1583,159,2239,100,2048480624,-1951115255,55652585,-95706230,2
1584,159,2240,100,2109796723,-2140738793,-82225499,-362393955,2
1585,159,2241,100,2058706782,-2113543268,-167309904,-152829691,2
1586,159,2242,100,2137005650,-2125899303,144246585,210935709,2
1587,159,2243,100,2064906133,-2126147755,530222998,754130994,1
1588,159,2244,100,2118235785,-2095144311,37311953,-9432894,2
1589,159,2246,100,2090589425,-2141940553,-141362165,-88584998,2
1590,160,2247,100,2144758698,-2115065536,-47841904,2014442,2
1591,160,2248,100,2114080544,-2117131425,-68752849,-105492174,1
1592,160,2250,100,2139003632,-2079605554,3402247,-7929222,2
1593,160,2252,100,2140107640,-2063451354,-154294148,-275587652,2
1594,160,2253,100,2139503496,-2044313432,195656777,230891966,2
1595,160,2254,100,2067458732,-2134556623,37537895,55058495,2
1596,160,2255,100,2089577874,-2113696440,155933222,217088958,2
1597,160,2258,100,2146793643,-2144564271,-108482586,-143995218,1
1598,160,2259,100,2130245920,-2088551465,-120624724,-189288835,2
1599,160,2260,100,2108739009,-2130239572,175371810,246572399,1
1600,161,2261,100,2130413962,-2027093899,237793532,226916310,2
1601,161,2262,100,2146111344,-2115494577,36753105,28285580,2
1602,161,2265,100,2098762333,-2117477870,111892375,161506887,1
1603,161,2267,100,2116188277,-2049623788,-55893659,-164215115,1
1604,161,2269,100,2107588622,-2136049397,-150142907,-345201754,2
1605,161,2271,100,2081416996,-2077924339,-82576554,-58281993,2
1606,161,2272,100,2004287899,-2094054654,-161399274,-266784901,2
1607,161,2273,100,2145868928,-2132588368,-21080452,75197595,1
1608,161,2274,100,2107344654,-2139112142,-66920971,-228090978,1
1609,161,2276,100,2142538851,-2090622311,-65681232,-22566089,2
1610,162,2278,100,2134446376,-2128036353,-61480394,-102539852,1
1611,162,2279,100,2137055108,-2112021581,-20076864,-55732950,2
1612,162,2281,100,2131015198,-2100235345,-36599499,-128679642,2
1613,162,2282,100,2127730829,-2090025895,-61550973,-205237303,2
1614,162,2283,100,2147348819,-2089787823,49214137,42514860,2
1615,162,2284,100,2102843504,-2145025360,-163054518,-117227791,2
1616,162,2287,100,2064985190,-2104913350,-89066316,-128224196,2
1617,162,2288,100,2031567516,-2057408714,65036032,79448618,2
1618,162,2289,100,2104945528,-2082931308,-18595216,-80731463,2
1619,162,2290,100,2121755819,-2021731179,-43055240,-109279796,1
1620,163,2291,100,2127335010,-2066515370,-56123298,-252954244,2
1621,163,2292,100,2088941310,-2108858872,-268986864,-340782031,2
1622,163,2293,100,2060624807,-2081515973,-52236093,59206052,1
1623,163,2295,100,2096956565,-2139666985,55684825,178257142,2
1624,163,2296,100,2068078087,-2139852725,131043854,251505123,2
1625,163,2299,100,2144372455,-2049054592,141074971,226214258,2
1626,163,2300,100,2118064057,-2121366278,100818542,148794004,1
1627,163,2301,100,2074250667,-2137038278,21992067,13038821,2
1628,163,2302,100,2047329540,-2098895909,50916850,114078834,1
1629,163,2303,100,2110775179,-2135110410,157374335,225791112,1
1630,164,2304,100,2085731760,-2144041308,175169520,303627191,1
1631,164,2305,100,2144598897,-2124381262,-62578887,32017005,2
1632,164,2308,100,2119567995,-2113303316,45699883,-16859073,2
1633,164,2310,100,2126611781,-2087566671,-120990080,-255619863,1
1634,164,2311,100,2145630310,-2065184083,42417276,-76942533,2
1635,164,2312,100,2040054195,-2085844739,13775650,-49077641,1
1636,164,2313,100,2127824042,-2145963521,20072981,108231247,2
1637,164,2314,100,2140911408,-2139106229,474388274,669480932,1
1638,164,2315,100,2123879382,-2096667251,55347746,79244340,1
1639,164,2316,100,2143681478,-2129013037,228857657,354619880,2
1640,165,2318,100,2115988783,-2144281830,-98499957,-373129180,2
1641,165,2319,100,2144258419,-2133655667,-15800103,43350108,1
1642,165,2320,100,1907615770,-2035564205,-140050948,-351375684,1
1643,165,2321,100,2117740633,-2100302090,52593902,126798849,2
1644,165,2324,100,2104844540,-2047313972,-73218470,-115809559,1
1645,165,2325,100,2113498125,-2119502467,-6418786,-51174927,2
1646,165,2326,100,2145440943,-2105857395,34996408,-48266682,2
1647,165,2327,100,2054952793,-2092820487,111230292,195718481,1
1648,165,2328,100,2098864074,-2139061754,29718912,106133409,2
1649,165,2330,100,2092499274,-2082309487,-54051718,27911310,1
1650,166,2331,100,2046360392,-2091785004,105334482,146461985,2
1651,166,2333,100,2118834585,-2010791834,21181045,-81639752,1
1652,166,2334,100,2116994410,-2127988708,63248761,104582325,1
1653,166,2335,100,2133060802,-2136719431,66588938,85900477,1
1654,166,2337,100,2131687243,-2144604431,-54068630,-124838657,2
1655,166,2338,100,2134365043,-2114287375,-161904186,-259855036,1
1656,166,2339,100,2147038145,-2105130830,202907297,181150584,2
1657,166,2341,100,2071272591,-2124189792,-140178226,-185214296,2
1658,166,2342,100,2050348496,-2135646145,-129649037,-215266412,2
1659,166,2344,100,2130145754,-2131819481,25287413,169750169,2
1660,167,2345,100,2144801403,-2121647262,-102590168,-134000282,1
1661,167,2346,100,2138532305,-2100141525,107951877,198081553,1
1662,167,2347,100,2076969899,-2082297521,-150920018,-241845713,1
1663,167,2348,100,2072825175,-2042983180,-113936956,-201960855,2
1664,167,2351,100,2130773253,-2081300684,-161964479,-462385920,1
1665,167,2353,100,2132167092,-1920768747,7192201,-104948245,2
1666,167,2354,100,2140469731,-2031931120,372074773,620280973,2
1667,167,2355,100,2113526754,-2121037917,109250441,284213650,1
1668,167,2356,100,1985703199,-2072882265,162703884,370048486,1
1669,167,2357,100,2136699999,-2053053699,-239073630,-627663578,1
1670,168,2358,100,2087801824,-2091073539,67396040,199598592,2
1671,168,2359,100,2136373262,-2126654932,189038739,484599516,1
1672,168,2360,100,2091293794,-2121954387,-5819447,52321735,2
1673,168,2361,100,2132938233,-2122910299,-32387281,94073604,1
1674,168,2362,100,2111672576,-2095924210,-16474485,16161818,1
1675,168,2364,100,2046085949,-2070033043,162562986,248062812,2
1676,168,2366,100,2145785244,-2132520074,32331883,108565763,1
1677,168,2368,100,2144150007,-2038160696,117368908,89204097,2
1678,168,2369,100,2123397214,-2118452570,40920963,21459341,2
1679,168,2370,100,2128300520,-2140839575,-77820496,-131303099,2
1680,169,2371,100,2006297078,-2120033306,74257582,30815318,1
1681,169,2372,100,2139290532,-2133303611,106377278,194218904,2
1682,169,2373,100,2118100662,-2144559029,3796114,95082459,2
1683,169,2374,100,2093231127,-2124012158,-63483297,-187581587,2
1684,169,2375,100,2143019444,-2146249413,-106231273,-7505596,2
1685,169,2376,100,2131199121,-2017314257,-68428186,-111612565,2
1686,169,2378,100,2120772682,-2146819716,71567664,229324384,1
1687,169,2379,100,2088277447,-2135126486,-204876867,-278527131,2
1688,169,2380,100,2111149762,-2032102342,16723682,-43546918,1
1689,169,2381,100,2104417020,-2130365893,121744983,291959121,2
1690,170,2382,100,2127211053,-2147277410,60603057,97626717,2
1691,170,2385,100,2138742573,-2066933251,52747300,-76144902,1
1692,170,2386,100,2138106183,-2093674967,-32230177,111463153,1
1693,170,2391,100,2147468623,-2074044196,-74709555,-179307409,2
1694,170,2393,100,2049409205,-2140268771,8142455,-37059430,1
1695,170,2397,100,2037509412,-2073722995,-135277913,-250963081,1
1696,170,2398,100,2107359389,-2076179774,209144827,378901558,2
1697,170,2399,100,2131238753,-2144376552,77036755,82928573,2
1698,170,2400,100,2135461216,-2142961898,69472851,187551725,1
1699,170,2402,100,2146476876,-2110409068,252893031,266287661,2
1700,171,2403,100,2132142951,-2061853461,42035310,136430758,2
1701,171,2405,100,2119760756,-2080296528,275648058,217333545,1
1702,171,2406,100,2038751668,-2118064137,55798322,166647748,2
1703,171,2410,100,2051873121,-2099534542,-152428281,-150896831,1
1704,171,2411,100,2127064697,-2117537658,40693379,214695589,2
1705,171,2412,100,2110733595,-2133369791,107860484,212359046,2
1706,171,2413,100,2096856869,-2138353508,49859095,269722738,2
1707,171,2414,100,2046361942,-2074502160,-56799773,-87623975,2
1708,171,2415,100,2036099452,-2129554103,-220248374,-289354430,2
1709,171,2416,100,2146906747,-2008492660,15152351,-101320098,2
1710,172,2417,100,2093740031,-2101897166,-21016128,-151250791,2
1711,172,2418,100,2139902195,-2071885091,-37922193,-41483542,1
1712,172,2419,100,2118480853,-2138008663,-122080845,-286718241,1
1713,172,2420,100,2117021586,-2121612431,124323059,87998896,2
1714,172,2421,100,2128621762,-2125705337,54971640,91440220,2
1715,172,2422,100,2093813817,-2142081598,11214188,-8439255,1
1716,172,2425,100,2130073504,-2104420621,66483652,319370534,2
1717,172,2427,100,2143059073,-2117081486,93851229,198652526,2
1718,172,2428,100,2125983723,-2131126206,-145010429,-240512816,1
1719,172,2429,100,2132155264,-2041454948,-140331196,-152950144,2
1720,173,2430,100,2088313095,-1970041049,221576923,395205872,1
1721,173,2432,100,2138497782,-2067804804,52852663,127346520,1
1722,173,2433,100,2131708302,-2141786782,127454385,298544955,2
1723,173,2435,100,2121249110,-2119479900,2970155,108154727,2
1724,173,2436,100,2116780895,-2120667914,-124990590,-274794545,1
1725,173,2438,100,2127263439,-2128644965,-187496348,-152505991,2
1726,173,2439,100,2065383663,-2081710897,176737863,383962261,1
1727,173,2441,100,2067802678,-2112241121,-151204733,-163469483,1
1728,173,2442,100,2139227214,-2089153265,147192813,112366918,1
1729,173,2445,100,2121586322,-2119656577,24044024,-81660164,2
1730,174,2446,100,2131817310,-2094911294,161119473,203212997,2
1731,174,2447,100,2052836919,-2084682316,-80218811,-2545815,2
1732,174,2449,100,2136489880,-2123163237,-164085298,-333813877,2
1733,174,2450,100,2110992443,-2021622916,-3834443,-70546866,1
1734,174,2451,100,2052376150,-2025407545,160518607,172048496,1
1735,174,2452,100,2138442427,-2088906583,-1600816,-278493663,1
1736,174,2453,100,2123539802,-2101212147,-2539396,-174301052,2
1737,174,2454,100,2141885012,-2140847531,160564918,86989333,2
1738,174,2455,100,2131200684,-2108215127,-38503692,-264545434,2
1739,174,2457,100,1993573040,-2048189334,-30619247,-42991289,1
1740,175,2458,100,2109646201,-2119461040,122235341,116024370,2
1741,175,2459,100,2134211113,-2125839009,-21703031,-15874611,2
1742,175,2460,100,2143976011,-2137879548,39415286,-145517556,2
